txn_id,date,from_clabe,to_clabe,amount,reference,channel
TX00397,2025-09-29,012580001234567890,021273872090747664,29870.0,Pago factura AA055442-A284-E8FD-755C-EE2AF8DED777,SPEI
TX00398,2025-09-29,012580001234567890,014109484060153917,158966.28,Pago factura 3DBC3093-A828-4442-3F73-8F5019A2676F,SPEI
TX00399,2025-09-29,012580001234567890,014109484060153917,70040.8,Pago factura 1ACF42C5-F3A0-2120-42D9-43EE51976E75,SPEI
TX00400,2025-09-29,012580001234567890,012514640228022758,115051.58,Pago factura 2F546033-6334-FA2A-8B4B-D7E7A4515AE0,SPEI
TX00401,2025-09-29,012580001234567890,058425592962567064,229097.45,Pago factura 2514C7CE-F4E3-5F7B-A1B7-E3D876B874D3,SPEI
TX00402,2025-09-29,012580001234567890,021578686926242393,51921.6,Pago factura 85695F97-180D-C855-C55F-FDE8BC3E1D19,SPEI
TX00403,2025-09-29,012580001234567890,058490231514835122,9166.78,Pago factura 1D39E9C2-1758-4F23-1FA0-9802BBB71494,SPEI
TX00404,2025-09-29,127766932944937978,012580001234567890,169793.13,Cobro factura EAD44E11-1397-A29F-8D0D-F6F60C37EB80,SPEI
TX00405,2025-09-29,072135125058454048,012580001234567890,55088.97,Cobro factura 78202426-3134-1AB8-B9E8-D78149BB1313,SPEI
TX00406,2025-09-29,012580001234567890,012999999999999999,428172.47,NOMINA QUINCENAL,SPEI
TX00407,2025-09-30,012580001234567890,014273796172575982,75539.78,Pago factura FB8986C8-C7EC-FE71-D493-47FC0FC98D2E,SPEI
TX00408,2025-09-30,012580001234567890,072267963609841748,164952.0,Pago factura 5564D1D3-4E0F-BAE1-8787-C3F4EC19E4EB,SPEI
TX00409,2025-09-30,127766932944937978,012580001234567890,269555.42,Cobro factura 0367EE2C-1DDE-A07D-651A-6277017F319F,SPEI
TX00410,2025-10-01,012580001234567890,012098671286174002,55830.68,Pago factura DFCB821B-237C-DB55-C596-FAB776B90472,SPEI
TX00411,2025-10-03,012580001234567890,072598675858742267,8111.18,Pago factura 6883AC6E-6A94-4054-B241-4482519894D8,SPEI
TX00412,2025-10-03,012580001234567890,014109484060153917,67572.78,Pago factura E2789642-A484-E035-330F-AAA36B52F93C,SPEI
TX00413,2025-10-03,072987012365319337,012580001234567890,101489.59,Cobro factura 6ED47A6D-87C9-DAAC-B5D3-4F2F513BB65C,SPEI
TX00414,2025-10-03,072987012365319337,012580001234567890,164549.69,Cobro factura D45FF4DB-9CE9-1544-4362-262DE07EE721,SPEI
TX00415,2025-10-03,127766932944937978,012580001234567890,335298.28,Cobro factura BE86F5D0-F73E-EB07-A860-25BFDE68666D,SPEI
TX00416,2025-10-06,014217435224929418,012580001234567890,102562.29,Cobro factura C3963BF9-7CC9-D887-639A-C771B739A28A,SPEI
TX00417,2025-10-06,072972163989822734,012580001234567890,419179.75,Cobro factura 7DC42F12-FE9B-D0E1-BCA3-765350C76BAA,SPEI
TX00418,2025-10-06,072972163989822734,012580001234567890,93376.2,Cobro factura 1FA7CDDF-25E6-D919-DDEB-CD5CB8427379,SPEI
TX00419,2025-10-06,012580001234567890,072633487067317933,6989.3,Pago factura 6AB62DBF-8663-E8BB-6AF7-895BB241CFD3,SPEI
TX00420,2025-10-06,012580001234567890,072633487067317933,15743.18,Pago factura AE8E6075-5EEB-C618-5628-27686DF0AC3C,SPEI
TX00421,2025-10-07,012580001234567890,072267963609841748,140348.98,Pago factura 65339CF0-7CE4-770E-32B7-3D808F2E08D3,SPEI
TX00422,2025-10-07,012188850611322279,012580001234567890,171844.22,Cobro factura E724B119-AF2F-32A7-20B6-D43CFBF3A106,SPEI
TX00423,2025-10-08,012580001234567890,072495668610432053,29150.68,Pago factura F5E8A7E1-5A58-9B67-6BC7-B63554DE19CD,SPEI
TX00424,2025-10-08,012580001234567890,012060226260847497,348000.0,Pago factura 7FAC89FE-5FE0-C7C3-2336-D60B0F571D6B,SPEI
CP00018,2025-10-09,012060226260847497,058600945757007124,341040.0,PAGO,SPEI
TX00425,2025-10-09,012580001234567890,058490231514835122,21866.58,Pago factura 2BBF1E35-C4AC-B57D-0B3D-6DC9616F760A,SPEI
TX00426,2025-10-10,012580001234567890,058215509941847528,208535.98,Pago factura C9C1AD45-F4EA-6B97-6AA4-15B56336C815,SPEI
TX00427,2025-10-10,014789135342202362,012580001234567890,280182.92,Cobro factura E7D90C1B-A59C-AEED-6C09-72046FA6681C,SPEI
TX00428,2025-10-13,012580001234567890,012514640228022758,112334.4,Pago factura 4FA5C35E-10CC-4604-28B2-6B1BCA9F1D59,SPEI
TX00429,2025-10-13,012580001234567890,072495668610432053,10463.08,Pago factura D707CB6D-5C3B-D3B5-ECAA-DAFBD7E4527A,SPEI
TX00430,2025-10-13,072135125058454048,012580001234567890,260777.35,Cobro factura ADBD2E33-EF6E-9295-9C8A-F485B98050A6,SPEI
TX00431,2025-10-14,012580001234567890,021890726303659684,15543.88,Pago factura 17DB4C2F-1E15-8E2F-C09C-2EBE80DA2ED7,SPEI
TX00432,2025-10-14,002744493163720449,012580001234567890,428934.62,Cobro factura EC6494E0-2198-6E3C-D19F-CF311DD73F1F,SPEI
TX00433,2025-10-14,014217435224929418,012580001234567890,329577.67,Cobro factura 9AC60306-61F4-3C2B-2DD9-3719F8D9BF33,SPEI
TX00434,2025-10-14,012580001234567890,127601932254303939,232000.0,Pago factura 1752815C-BCBF-1583-0A01-75E5937D6FB1,SPEI
TX00435,2025-10-14,058600945757007124,012580001234567890,294000.0,Cobro factura 991B749E-B9AD-D00A-EC64-8A9B3CF1C29E,SPEI
TX00436,2025-10-14,012580001234567890,072633487067317933,12146.92,Pago factura A8AC1AB1-AFA9-D02C-9E4C-4BE773B0E73D,SPEI
TX00437,2025-10-14,012580001234567890,002657203516539575,1733.25,Pago factura 606FFA15-F76C-432E-B442-8CDE4A9F6C5C,efectivo
TX00438,2025-10-15,012580001234567890,127967249590173425,74240.0,Pago factura 38772265-102C-01A3-AB40-4598AE11D3C2,SPEI
TX00439,2025-10-17,012580001234567890,012514640228022758,111464.4,Pago factura BE64AC2A-F966-71A5-4CEC-495B226716E3,SPEI
CP00020,2025-10-20,127967249590173425,021593586857022021,29696.0,TRANSFERENCIA,SPEI
TX00440,2025-10-20,072987012365319337,012580001234567890,205953.91,Cobro factura 999F0691-34E4-20BF-DB38-F3066E6A3D5B,SPEI
TX00441,2025-10-21,014133686941179027,012580001234567890,352482.96,Cobro factura 29B05B37-4271-0779-D864-465A047DD583,SPEI
TX00442,2025-10-21,014646706457108641,012580001234567890,92468.03,Cobro factura 5C7AE8EF-C324-5E35-7EED-CC6522CB2720,SPEI
TX00443,2025-10-22,012580001234567890,014109484060153917,207979.18,Pago factura 2E0869C1-453B-45FE-636C-F4995254AAD3,SPEI
TX00444,2025-10-22,072390809722560856,012580001234567890,135329.09,Cobro factura F0278488-BE01-5802-D2EB-A277F64D4DE0,SPEI
TX00445,2025-10-22,012580001234567890,002740935513325437,87000.0,Pago factura FCCE3EF8-A41B-C4C2-4ECC-B0AB7D5338CA,SPEI
TX00446,2025-10-23,012580001234567890,072035061403237378,104889.98,Pago factura 67F1698C-F594-8A54-5F80-4EEB143A9AFF,SPEI
TX00447,2025-10-23,012580001234567890,002538819687479285,29496.25,Pago factura B39E4DF2-5C0A-1FEB-F7EA-E66ECA6CAF9B,SPEI
TX00448,2025-10-23,012580001234567890,002740935513325437,87000.0,Pago factura BC547D54-6C8D-E840-ED30-555662A53193,SPEI
TX00449,2025-10-24,012188850611322279,012580001234567890,309304.08,Cobro factura 77DD362B-4A6B-836B-157F-108B86514886,SPEI
TX00450,2025-10-27,012580001234567890,021340837908549238,45544.38,Pago factura 774C0AFA-7F4D-908C-E1FF-F6C08347F1DA,SPEI
TX00451,2025-10-27,012580001234567890,002538819687479285,11080.78,Pago factura 83B0B35C-DBA6-FDF8-F3D0-4FFB44709848,SPEI
TX00452,2025-10-27,012580001234567890,012514640228022758,113517.6,Pago factura 3362D476-D53A-E57F-E00B-D5343158F1FB,SPEI
TX00453,2025-10-27,012580001234567890,072880371318781446,11658.0,Pago factura 3C52D68A-8EC6-1BE5-012B-809E6B358D15,SPEI
TX00454,2025-10-27,012580001234567890,072880371318781446,10344.65,Pago factura CBEED3E3-1CD8-89E2-3197-91670D95EE72,SPEI
TX00455,2025-10-27,014133686941179027,012580001234567890,313224.07,Cobro factura C4359252-319D-D940-838C-C13713AAE9C8,SPEI
TX00456,2025-10-27,072987012365319337,012580001234567890,228122.28,Cobro factura D3C724E8-7426-32D7-EDA4-13C6EB8466E4,SPEI
TX00457,2025-10-28,012580001234567890,072598675858742267,12249.6,Pago factura D0D75E37-3BF2-025F-4A0D-2B73FE54EE4B,SPEI
TX00458,2025-10-28,012580001234567890,014856844373989238,18316.28,Pago factura 1923CAFC-402D-105B-113E-AF84ABF39096,SPEI
TX00459,2025-10-28,012580001234567890,058425592962567064,57585.18,Pago factura BFB0942C-AC77-7762-6620-516717CF775F,SPEI
TX00460,2025-10-28,012580001234567890,058490231514835122,9836.68,Pago factura 736D417C-52CE-55E3-69DF-05C764A0053F,SPEI
TX00461,2025-10-28,012580001234567890,002657203516539575,13908.98,Pago factura FE67E8E9-0A88-E6CA-1DEE-4B6D3CE75D1E,SPEI
TX00462,2025-10-28,012580001234567890,012999999999999999,413027.11,NOMINA QUINCENAL,SPEI
TX00463,2025-10-29,012580001234567890,072035061403237378,220437.58,Pago factura 0AE4AC11-EB4D-8F42-8735-70A2E5110961,SPEI
TX00464,2025-10-30,012580001234567890,012362985433945965,70307.6,Pago factura FA2FBD74-FD19-35CC-74ED-A60E3B2D520B,SPEI
TX00465,2025-10-30,012580001234567890,072495668610432053,17339.45,Pago factura 6CBDD931-2F90-0058-39CA-28265AF56A23,SPEI
TX00466,2025-10-30,012580001234567890,002657203516539575,25726.25,Pago factura 8BD03267-BD0E-01CE-F85B-C2D301196E6D,SPEI
TX00467,2025-10-30,014217435224929418,012580001234567890,162709.26,Cobro factura 97F971D5-94F8-9E6C-C416-C07CB6A787B1,SPEI
TX00468,2025-10-30,072972163989822734,012580001234567890,63434.62,Cobro factura 8F942977-B582-EF0C-FD23-36F45B44E6ED,SPEI
TX00469,2025-10-31,012580001234567890,012362985433945965,180122.25,Pago factura D73418FE-2B84-3EF3-D86D-655D4CD99164,SPEI
TX00470,2025-11-03,012580001234567890,058425592962567064,242414.25,Pago factura FC40A3D4-E5EB-4549-7E0A-04C250BF2995,SPEI
TX00471,2025-11-03,012580001234567890,012098671286174002,50654.65,Pago factura A5CBBF6F-3D33-3164-4BB8-EBE25BC07988,SPEI
TX00472,2025-11-05,012580001234567890,058490231514835122,20068.0,Pago factura F66C7331-A172-2EE3-C3E1-847C8420E0D8,SPEI
TX00473,2025-11-06,012580001234567890,021890726303659684,4976.98,Pago factura DBEAE9F8-E8FB-5A96-3B85-F6E1C40F5405,SPEI
TX00474,2025-11-06,012580001234567890,058685848483733296,116507.85,Pago factura 2875D40A-EAC7-DC2E-9099-A283EEDB0CE5,SPEI
TX00475,2025-11-06,012580001234567890,072101837512445132,223685.58,Pago factura 277664D0-D25C-7D37-EF16-D03B987593C3,SPEI
TX00476,2025-11-10,012580001234567890,012060226260847497,522000.0,Pago factura A4C31AF7-514A-36BF-4733-4B73225F52AB,SPEI
TX00477,2025-11-11,012580001234567890,002657203516539575,24986.98,Pago factura F4BE28B4-4CD7-E6F7-433E-CD2C276E1D67,SPEI
CP00022,2025-11-12,012060226260847497,058600945757007124,511560.0,PAGO,SPEI
TX00478,2025-11-12,012188850611322279,012580001234567890,189112.65,Cobro factura A5C9CF20-3967-26AA-AD2B-2C8276A990F1,SPEI
TX00479,2025-11-14,012580001234567890,072463414408727065,57373.48,Pago factura 5E85643C-0FFA-2366-4B4F-AFAFDA3DC780,SPEI
TX00480,2025-11-17,012580001234567890,012362985433945965,152412.98,Pago factura ABF0263E-0343-8B64-00B3-700F3C088990,SPEI
TX00481,2025-11-17,012580001234567890,012362985433945965,149860.28,Pago factura 5BCD236C-C777-4FAE-6137-58C39C7FACA6,SPEI
TX00482,2025-11-17,012580001234567890,058034246116364526,53649.88,Pago factura 902BD154-6088-5550-F74F-690071594914,SPEI
TX00483,2025-11-17,012580001234567890,072463414408727065,74759.45,Pago factura 9927839B-11D1-CE50-67E2-189BF4B4C704,SPEI
TX00484,2025-11-17,012580001234567890,002657203516539575,23315.88,Pago factura 7A9E8394-BB4C-CB14-1CC0-B764B06BEFCA,SPEI
TX00485,2025-11-17,058600945757007124,012580001234567890,441000.0,Cobro factura 54CE20EA-BB9D-92C0-D8D0-B8DB3AA06694,SPEI
TX00486,2025-11-18,012580001234567890,014856844373989238,21181.48,Pago factura E4DC4306-8B20-CE3E-42B7-C0488D3543BE,SPEI
TX00487,2025-11-19,012580001234567890,058215509941847528,178953.78,Pago factura 586528E6-AFC5-C20E-4A63-6AF5B6E1E7AC,SPEI
TX00488,2025-11-19,012580001234567890,014856844373989238,10787.88,Pago factura 013CA998-2B2B-F58C-6DA5-8DADF56AABC0,SPEI
TX00489,2025-11-20,012580001234567890,021273872090747664,43314.28,Pago factura D90F74E9-06DD-F6CA-B0C3-0A59F0F7AD22,SPEI
TX00490,2025-11-20,014217435224929418,012580001234567890,53779.15,Cobro factura 6E2F1D3B-FD9F-45F4-0816-D739C3933447,SPEI
TX00491,2025-11-21,014646706457108641,012580001234567890,321409.75,Cobro factura 65125D2E-24B3-BC8E-1E85-0F8015C2F297,SPEI
TX00492,2025-11-24,012580001234567890,012419423697713595,208083.58,Pago factura 64976593-C92E-8C93-D105-C8D647C1C017,SPEI
TX00493,2025-11-24,012580001234567890,002538819687479285,19311.45,Pago factura D703262F-B5CB-E3F5-6A66-C1847DE1BF5D,SPEI
TX00494,2025-11-24,012580001234567890,012098671286174002,56364.98,Pago factura 80E9B300-4471-9067-E5DE-F08E5A4B4FDB,SPEI
TX00495,2025-11-24,002744493163720449,012580001234567890,365130.71,Cobro factura 31094211-B73F-6E64-378D-2F8D8761F9DA,SPEI
TX00496,2025-11-24,072987012365319337,012580001234567890,63573.8,Cobro factura 80F58B81-2B7C-5EE3-42A2-79502DEB5687,SPEI
TX00497,2025-11-25,012580001234567890,014273796172575982,76919.6,Pago factura 1EE89A4C-6811-34E2-5064-7C59774F6354,SPEI
TX00498,2025-11-25,012580001234567890,072880371318781446,6853.05,Pago factura 88B04B77-7FEB-4CF3-4EC7-7371A4B65CFA,SPEI
TX00499,2025-11-28,012580001234567890,002657203516539575,27489.45,Pago factura A42D10F5-9BAF-CC20-0E16-AF3F538CC0CA,SPEI
TX00500,2025-11-28,012580001234567890,012999999999999999,422479.53,NOMINA QUINCENAL,SPEI
TX00501,2025-12-01,012580001234567890,021273872090747664,52257.88,Pago factura 7E4CE29F-F8CB-AB4C-9779-0E845E472E22,SPEI
TX00502,2025-12-01,012580001234567890,012362985433945965,110768.4,Pago factura A3FE0479-46C7-9B36-FD05-39635616AF7E,SPEI
TX00503,2025-12-01,012580001234567890,072463414408727065,168304.98,Pago factura 91FDA27F-4CBB-7460-510C-8C48E09EF2A3,SPEI
TX00504,2025-12-01,012604717059498419,012580001234567890,205668.85,Cobro factura 3D75E423-2D92-1DAB-4152-6BFF661B9738,SPEI
TX00505,2025-12-02,012580001234567890,002538819687479285,23861.08,Pago factura 34E50699-C8EB-E27A-23A4-E70E9DBC15C0,SPEI
TX00506,2025-12-03,014217435224929418,012580001234567890,321770.05,Cobro factura B4C04BDF-E27B-B6C4-4D94-5434C7859C05,SPEI
TX00507,2025-12-05,012580001234567890,058425592962567064,156451.98,Pago factura 915D9A63-DBC6-C928-8FE8-4E20403FD582,SPEI
TX00508,2025-12-05,012580001234567890,021031934278352199,18200.28,Pago factura 88A613B4-A3B8-1F92-A3C9-0C6A86017633,SPEI
TX00509,2025-12-08,012580001234567890,012419423697713595,129725.58,Pago factura D2D33488-D0C3-0018-6E3C-DD4F55B145E4,SPEI
TX00510,2025-12-08,012580001234567890,058215509941847528,225049.05,Pago factura 5E244824-A5CB-3C6E-B5A4-C55BB4629214,SPEI
TX00511,2025-12-08,012580001234567890,021578686926242393,42943.2,Pago factura 9E5F8273-AF9A-1168-1766-17957FFAB493,SPEI
TX00512,2025-12-08,127766932944937978,012580001234567890,348781.94,Cobro factura 9FB209B1-732F-C932-AB96-2697C1E1F813,SPEI
TX00513,2025-12-08,072135125058454048,012580001234567890,295222.6,Cobro factura 0979F5D3-4A70-3330-FFC0-31368DE6E6B3,SPEI
TX00514,2025-12-09,012580001234567890,072463414408727065,136369.48,Pago factura 6241CBA3-7B7C-E7CC-F950-F7FA28B58DB5,SPEI
TX00515,2025-12-09,012580001234567890,072495668610432053,25334.28,Pago factura 94010DFE-7921-0C7C-A119-CEEE0FB91307,SPEI
TX00516,2025-12-10,012580001234567890,014856844373989238,19998.28,Pago factura 3D877034-7217-3FA3-5893-EF12AB3F8D22,SPEI
TX00517,2025-12-10,012580001234567890,014856844373989238,24838.38,Pago factura 6593B659-172E-8C68-82AA-5C4680499BBF,SPEI
TX00518,2025-12-10,012580001234567890,002290297721441525,220913.18,Pago factura ED56C714-5A96-21F5-9F8C-EDA5FEB9EA24,SPEI
TX00519,2025-12-10,014133686941179027,012580001234567890,360697.66,Cobro factura 50F32AB5-DF58-6EFF-5296-5CF38B30BB4C,SPEI
TX00520,2025-12-11,014217435224929418,012580001234567890,403177.17,Cobro factura 436D977B-6431-CBBE-0E44-C9DC81B61C87,SPEI
TX00521,2025-12-12,012580001234567890,058034246116364526,55955.85,Pago factura C9E55C47-A237-A8C1-61F6-DFBE114B3C79,SPEI
TX00522,2025-12-12,014646706457108641,012580001234567890,123708.52,Cobro factura 2E4C16E2-1B79-9E6B-F52E-F4A6AC6C2E1B,SPEI
TX00523,2025-12-12,012580001234567890,002740935513325437,58000.0,Pago factura C571F9AB-4158-9D90-F504-4D156FB138C2,SPEI
TX00524,2025-12-12,012580001234567890,127897211558517365,17389.73,Pago factura CEF66A14-6FDC-C21B-DB2C-0EB7F75C0751,SPEI
TX00525,2025-12-15,012580001234567890,072101837512445132,151577.78,Pago factura A4B1CF6A-9D2C-E51B-37E8-2D716E66A273,SPEI
TX00526,2025-12-15,012580001234567890,014754116804397510,8445.38,Pago factura CE1E8D1F-9DE7-DF7B-5594-552B405A8E7E,SPEI
TX00527,2025-12-16,058761949011137398,012580001234567890,261363.71,Cobro factura B22A55A6-0539-1557-4441-22A56BD1F826,SPEI
TX00528,2025-12-16,072390809722560856,012580001234567890,71406.58,Cobro factura 25D287D0-7665-8707-5D41-1AC5335DAB46,SPEI
TX00529,2025-12-17,012580001234567890,021273872090747664,34147.85,Pago factura 17D50F59-C4D5-98F7-E14F-E093CB6AD0C7,SPEI
TX00530,2025-12-19,012580001234567890,002612058920737212,76919.6,Pago factura 1EE89A4C-6811-34E2-5064-7C59774F6354,SPEI
TX00531,2025-12-22,012580001234567890,014109484060153917,98843.48,Pago factura 13EB22C9-BECE-D21A-54C7-743B2401342A,SPEI
TX00532,2025-12-22,012580001234567890,012514640228022758,42363.08,Pago factura EA074D80-BA23-6C22-E92A-7B9751DB1A37,SPEI
TX00533,2025-12-22,012580001234567890,012362985433945965,105641.08,Pago factura A976DC4D-0C47-2187-FEA3-5D37980B6853,SPEI
TX00534,2025-12-22,012580001234567890,014856844373989238,11762.28,Pago factura C5F833CF-F4CE-8477-F8BC-A9AC2ADA62CE,SPEI
TX00535,2025-12-22,012580001234567890,021890726303659684,16655.05,Pago factura 2488C84D-99D0-90FD-6928-043ED492B51A,SPEI
TX00536,2025-12-22,012580001234567890,021890726303659684,11335.98,Pago factura 468B22AF-9CA4-364D-5D9A-D9F1908E3A95,SPEI
TX00537,2025-12-22,012580001234567890,002466589120859208,32953.05,Pago factura A0152B5B-6C17-E150-1447-16CC4352ACEA,SPEI
TX00538,2025-12-22,012580001234567890,072495668610432053,20207.08,Pago factura 57F2A45F-E751-5D4B-0D82-9D529CF021B8,SPEI
TX00539,2025-12-22,127766932944937978,012580001234567890,385964.12,Cobro factura AC7E5CC6-B0CF-3E7F-5C58-B8BA9DE2FD3F,SPEI
TX00540,2025-12-22,012580001234567890,072633487067317933,8022.4,Pago factura 74F8A913-00CA-280F-19A5-3942CE67B962,SPEI
TX00541,2025-12-23,012580001234567890,002538819687479285,14351.98,Pago factura 12EF6101-6082-786F-CA00-EF586C521D13,SPEI
TX00542,2025-12-24,012580001234567890,072101837512445132,88391.88,Pago factura D1CCC8D3-C167-6505-43AF-6C46A46B3932,SPEI
TX00543,2025-12-25,012580001234567890,014856844373989238,22295.78,Pago factura B3E6F4C6-D428-DF6C-89AA-429334A0DCD4,SPEI
TX00544,2025-12-25,012580001234567890,072267963609841748,108596.65,Pago factura A9B92A1D-4574-98CA-A90E-319D637E3F94,SPEI
TX00545,2025-12-25,012580001234567890,012098671286174002,13989.6,Pago factura 4BED523C-085F-F4D1-87EA-651B5539562B,SPEI
TX00546,2025-12-26,012580001234567890,002538819687479285,15729.48,Pago factura A590FD3C-AD6E-CC57-A520-C3D0FBCDBF5E,SPEI
TX00547,2025-12-26,012580001234567890,014109484060153917,180243.58,Pago factura B173FCDF-3FE1-E8F3-35AD-DE8843E4F668,SPEI
TX00548,2025-12-26,012580001234567890,014856844373989238,23745.08,Pago factura F2DEC75C-90FC-C9F1-2DDC-756B28C2CCE9,SPEI
TX00549,2025-12-26,002744493163720449,012580001234567890,260828.91,Cobro factura E8956041-1E71-AFA9-7815-C7DF0F2C01B7,SPEI
TX00550,2025-12-26,012580001234567890,127897211558517365,16006.53,Pago factura B73C62AB-FE4C-EFED-6F55-2C9E1B000F9F,SPEI
TX00551,2025-12-29,012580001234567890,012419423697713595,152412.28,Pago factura 4DFE1117-22AF-711F-1B62-8A9D75366B9F,SPEI
TX00552,2025-12-29,012580001234567890,014273796172575982,238391.6,Pago factura 13325C31-D010-318A-EADC-9960424211E2,SPEI
TX00553,2025-12-29,012580001234567890,058215509941847528,175661.58,Pago factura C8B648E0-12A8-50C5-5BAB-7F4A8CD74C27,SPEI
TX00554,2025-12-29,012580001234567890,021890726303659684,3781.6,Pago factura 1690636B-6F74-E55D-99A9-AF6AED054732,SPEI
TX00555,2025-12-29,012580001234567890,072495668610432053,10022.4,Pago factura B8A9B014-24DC-EA07-0405-6D2BA5FCD671,SPEI
TX00556,2025-12-29,012580001234567890,072880371318781446,11670.18,Pago factura 2DEE003E-01D9-6E96-01A0-204714AA3CA3,SPEI
TX00557,2025-12-29,127967512170538560,012580001234567890,65241.46,Cobro factura CF3EE4AA-594F-FD27-5DCD-0D40D6415102,SPEI
TX00558,2025-12-29,012580001234567890,012999999999999999,439813.02,NOMINA QUINCENAL,SPEI
TX00559,2025-12-30,012580001234567890,012790534133958170,82163.38,Pago factura A73D2746-0E18-AB96-25F4-1DD62F51AC6E,SPEI
TX00560,2025-12-30,012580001234567890,002290297721441525,190553.08,Pago factura BFD467E7-7491-050C-F75E-FED82D6B5953,SPEI
TX00561,2025-12-30,072987012365319337,012580001234567890,450306.83,Cobro factura CF5285F7-BF8C-C6F9-B5A6-1D619925BC9B,SPEI
TX00562,2025-12-31,012580001234567890,021340837908549238,17815.05,Pago factura 30C36756-D453-F867-B97E-6224891F6912,SPEI
TX00563,2025-12-31,012580001234567890,072035061403237378,217047.6,Pago factura 8D7DD772-608E-2F5C-6117-727067C0518B,SPEI
TX00564,2025-12-31,012580001234567890,072035061403237378,196921.48,Pago factura D6B361E4-3B6D-CA0D-6FE5-040B1901EF87,SPEI
TX00565,2025-12-31,012580001234567890,002538819687479285,25659.2,Pago factura 4A94AE9F-CC35-1E4F-703E-957F35AB8466,SPEI
TX00566,2025-12-31,012580001234567890,002538819687479285,28095.08,Pago factura 9645F0E4-647D-C392-9C7E-B575637DDCD6,SPEI
TX00567,2025-12-31,012580001234567890,002538819687479285,24177.18,Pago factura 502CF0EE-224A-66A6-AC0F-680115B24E1D,SPEI
TX00568,2025-12-31,012580001234567890,002538819687479285,25279.18,Pago factura D1151FFF-DCB9-1D5F-593C-572B4347DBCA,SPEI
TX00569,2025-12-31,012580001234567890,002538819687479285,10046.18,Pago factura 3F5FBF4F-D417-6230-5274-EE11B61DF906,SPEI
TX00570,2025-12-31,012580001234567890,021273872090747664,28643.18,Pago factura 5F31273D-1519-830C-4019-83035C457E4D,SPEI
TX00571,2025-12-31,012580001234567890,021273872090747664,35600.4,Pago factura B1AC040D-6C1C-C405-DC3F-42E0FCF7B842,SPEI
TX00572,2025-12-31,012580001234567890,021273872090747664,21926.78,Pago factura 6965D1D1-EB7E-2E64-26C0-747EBF8E8BFA,SPEI
TX00573,2025-12-31,012580001234567890,014273796172575982,138843.18,Pago factura E2280FE3-722D-CE13-47A4-8C4246653497,SPEI
TX00574,2025-12-31,012580001234567890,014109484060153917,177547.05,Pago factura A3607681-2BBB-A89D-34FA-DEE106969D48,SPEI
TX00575,2025-12-31,012580001234567890,012514640228022758,37273.58,Pago factura 96F84FF7-C1A7-2883-F880-287869FB0763,SPEI
TX00576,2025-12-31,012580001234567890,058215509941847528,144596.78,Pago factura 74577D47-D825-3010-3911-2943D10BF4DC,SPEI
TX00577,2025-12-31,012580001234567890,014856844373989238,7714.58,Pago factura CBF925B5-6418-16B7-BF2B-43B422E9E527,SPEI
TX00578,2025-12-31,012580001234567890,014856844373989238,22921.6,Pago factura 515A6B43-3189-1F48-E66E-2C1111DEFEBF,SPEI
TX00579,2025-12-31,012580001234567890,021890726303659684,8746.28,Pago factura E8410A39-F901-2B9C-6057-153A4067F790,SPEI
TX00580,2025-12-31,012580001234567890,021890726303659684,12261.08,Pago factura 87A20E22-B298-B811-0B1E-C578DFF47C51,SPEI
TX00581,2025-12-31,012580001234567890,002466589120859208,50126.38,Pago factura 2EB23CA3-1186-DA93-DA7D-CC533020CF06,SPEI
TX00582,2025-12-31,012580001234567890,021578686926242393,64647.38,Pago factura 8F1C3FA0-7000-0009-B4E5-70BA7C3CC2BC,SPEI
TX00583,2025-12-31,012580001234567890,058722831908112160,52084.58,Pago factura 1B02FA24-BF00-F56C-6A49-89A68EE25E54,SPEI
TX00584,2025-12-31,012580001234567890,058722831908112160,69449.2,Pago factura 56673E49-8133-8BDC-66CC-73768CCA8963,SPEI
TX00585,2025-12-31,012580001234567890,072267963609841748,131054.25,Pago factura 7C12D198-50C1-B8F7-E764-28C4197FA0FD,SPEI
TX00586,2025-12-31,012580001234567890,012790534133958170,74237.45,Pago factura 01AEC505-99A0-4ABB-99E9-54331453E17E,SPEI
TX00587,2025-12-31,012580001234567890,002290297721441525,149092.25,Pago factura A090360D-27C7-655A-7B43-4A7222C0C475,SPEI
TX00588,2025-12-31,012580001234567890,072463414408727065,181305.45,Pago factura DC70CE22-24CA-F1B8-394A-97FDF28BF846,SPEI
TX00589,2025-12-31,012580001234567890,072463414408727065,120074.38,Pago factura 1CE62A9F-79AF-8348-10BB-C60D07BF63EE,SPEI
TX00590,2025-12-31,012580001234567890,072463414408727065,67663.38,Pago factura CF51A203-A2D9-99BA-C146-ED52E73BC913,SPEI
TX00591,2025-12-31,012580001234567890,014963593378687656,114700.8,Pago factura F5FF3705-DA74-A056-88DD-44CC5D87EDD2,SPEI
TX00592,2025-12-31,012580001234567890,012098671286174002,59983.6,Pago factura E5DFC7AF-6403-C4BC-1486-0C2D1659DDCC,SPEI
TX00593,2025-12-31,012580001234567890,012098671286174002,52301.85,Pago factura 8C68720E-D787-463D-87B8-F95CB265A6C2,SPEI
TX00594,2025-12-31,014133686941179027,012580001234567890,337871.23,Cobro factura 947DEFCF-88CF-C53D-1888-89CE5CCE495D,SPEI
TX00595,2025-12-31,002744493163720449,012580001234567890,393599.4,Cobro factura B6697D0A-8837-6BBC-D898-06FD86912EFE,SPEI
